# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	3843
#@/user_id	b176f87b-293e-4035-b0c9-fd7cf4777bf9
a 	啊	c=5 d=0.603844 t=3843
wo 	我	c=58 d=2.53002 t=3843
wo de 	我的	c=1 d=0.315058 t=3843
wo dou 	我都	c=1 d=0.423162 t=3843
wo fa 	我發	c=1 d=7.22773e-05 t=3843
wo gei ni 	我給你	c=1 d=0.00143728 t=3843
wo men 	我們	c=1 d=1 t=3746
wo ye 	我也	c=1 d=0.131336 t=3843
wo yong 	我用	c=1 d=0.0338776 t=3843
wo zen me 	我怎麼	c=1 d=0.12938 t=3843
wo zhe ge 	我這個	c=1 d=0.00540733 t=3843
wu 	烏	c=1 d=0.654024 t=3843
wu fa 	無法	c=4 d=1.57074 t=3843
wu ke 	無可	c=1 d=0.603506 t=3843
wu li 	屋裏	c=1 d=0.771052 t=3843
wu suo wei 	無所謂	c=1 d=0.000633025 t=3843
wu tiao jian 	無條件	c=1 d=0.188247 t=3843
xi fang 	西方	c=1 d=0.465334 t=3843
xi guan 	習慣	c=2 d=1.06326 t=3843
xi nao 	洗腦	c=1 d=0.110803 t=3843
xi ru 	吸入	c=2 d=1.26891 t=3843
xi tong 	系統	c=18 d=3.6022 t=3843
xi wang 	希望	c=3 d=1.76643 t=3843
xia 	下	c=14 d=3.25745 t=3843
xia jiang 	下降	c=1 d=0.0911727 t=3843
xia lai 	下來	c=0 d=0.0148823 t=3843
xia mian 	下面	c=2 d=0.405361 t=3843
xia zai 	下載	c=6 d=0.477114 t=3843
xian 	先	c=12 d=0.802565 t=3843
xian an 	酰胺	c=11 d=2.51375 t=3843
xian hai 	鹹海	c=1 d=0.729789 t=3843
xian shi chu 	顯示出	c=1 d=0.228779 t=3843
xian xia 	先下	c=1 d=0.388321 t=3843
xian xia xia lai 	先下下來	c=1 d=0.149569 t=3843
xian zai 	現在	c=14 d=2.27691 t=3843
xiang 	向	c=1 d=1 t=3671
xiang 	想	c=1 d=0.19205 t=3843
xiang dui 	相對	c=2 d=0.0700035 t=3843
xiang jie 	詳解	c=1 d=0.158817 t=3843
xiang mu 	項目	c=1 d=5.38128e-05 t=3843
xiang shuo 	想說	c=1 d=0.185444 t=3843
xiang tu 	相圖	c=1 d=0.628135 t=3843
xiang xi 	詳細	c=1 d=0.341298 t=3843
xiang you 	向右	c=1 d=1 t=3634
xiao 	小	c=2 d=0.148456 t=3843
xiao fei 	消費	c=2 d=0.752788 t=3843
xiao he 	小鶴	c=23 d=14.9685 t=3843
xiao lang hao 	小狼毫	c=30 d=5.45066 t=3843
xiao lv 	效率	c=1 d=0.167797 t=3843
xiao mie 	消滅	c=1 d=0.697676 t=3843
xie 	些	c=1 d=0.000587285 t=3843
xie 	寫	c=1 d=0.0997588 t=3843
xie le 	卸了	c=1 d=0.106459 t=3843
xie ru 	寫入	c=2 d=0.122163 t=3843
xie zai 	寫在	c=1 d=0.000108909 t=3843
xie zi 	寫字	c=1 d=0.133989 t=3843
xin 	新	c=2 d=0.00664726 t=3843
xin xi 	信息	c=1 d=0.0287246 t=3843
xin yang 	信仰	c=1 d=0.628135 t=3843
xing 	型	c=1 d=0.337902 t=3843
xing 	性	c=1 d=4.58562e-05 t=3843
xing 	行	c=5 d=0.32628 t=3843
xing fu 	幸福	c=1 d=1 t=3559
xing hao 	型號	c=1 d=0.0221482 t=3843
xing ji 	星際	c=1 d=0.860708 t=3843
xing jia bi 	性價比	c=1 d=0.00891518 t=3843
xing le 	行了	c=4 d=0.339596 t=3843
xing zhi 	性質	c=3 d=2.44021 t=3843
xiu lian 	修煉	c=1 d=0.151829 t=3843
xu 	徐	c=1 d=0.0685632 t=3843
xu jie 	徐階	c=1 d=0.0692522 t=3843
xu ni ji 	虛擬機	c=4 d=0.533825 t=3843
xu yao 	需要	c=4 d=0.944657 t=3843
xuan 	選	c=2 d=0.00071055 t=3843
xuan le ge 	選了個	c=1 d=0.360595 t=3843
xuan na ge 	選那個	c=1 d=0.000241172 t=3843
xuan ze 	選擇	c=2 d=0.000537321 t=3843
xue 	學	c=1 d=5.11883e-05 t=3843
xue 	血	c=1 d=0.390628 t=3843
xue hui 	學會	c=2 d=1.97531 t=3534
xue le 	削了	c=1 d=5.14449e-05 t=3843
xue le 	學了	c=1 d=5.17027e-05 t=3843
xue shu 	學術	c=2 d=0.923116 t=3843
xue tong 	血統	c=1 d=0.371577 t=3843
xue xi 	學習	c=2 d=9.29152e-05 t=3843
xue xiao 	學校	c=1 d=1 t=3747
xue yuan 	學院	c=1 d=1 t=3785
ya jia ji 	亞甲基	c=1 d=1 t=3525
ya ke 	雅克	c=1 d=0.143704 t=3843
yan an 	延安	c=1 d=1 t=3540
yan jiu 	研究	c=1 d=0.205975 t=3843
yang kai hui 	楊開慧	c=1 d=0.241714 t=3843
yang xu 	杨絮	c=2 d=1.27527 t=3843
yang zi 	楊子	c=1 d=0.362402 t=3843
yang zi 	養子	c=2 d=0.732098 t=3843
yao 	要	c=10 d=0.725435 t=3843
yao bu 	要不	c=1 d=0.0443785 t=3843
yao shi 	要是	c=1 d=0.131994 t=3843
ye 	也	c=10 d=0.566685 t=3843
ye bu xing 	也不行	c=1 d=0.000907334 t=3843
ye jiu 	也就	c=2 d=0.0242727 t=3843
ye ke yi 	也可以	c=3 d=0.377192 t=3843
ye shi 	也是	c=3 d=0.70822 t=3843
ye shi ge 	也是個	c=1 d=0.379083 t=3843
ye xing 	也行	c=3 d=0.195507 t=3843
ye you 	也有	c=3 d=0.390516 t=3843
yi 	一	c=2 d=0.0191886 t=3843
yi 	乙	c=16 d=2.64344 t=3843
yi 	已	c=1 d=0.856415 t=3843
yi 	意	c=1 d=0.814647 t=3843
yi 	譯	c=1 d=0.865022 t=3843
yi ban 	一般	c=1 d=4.02661e-05 t=3843
yi bian 	一邊	c=2 d=0.000276904 t=3843
yi bu fen 	一部分	c=1 d=0.543351 t=3843
yi chao jia 	一吵架	c=1 d=0.0880368 t=3843
yi chun 	乙醇	c=5 d=1.52553 t=3843
yi ci 	一次	c=2 d=0.215745 t=3843
yi dian 	一點	c=1 d=0.134607 t=3843
yi dong 	移動	c=1 d=0.00224287 t=3843
yi ge 	一個	c=9 d=1.26495 t=3843
yi ge ren 	一個人	c=1 d=4.67826e-05 t=3843
yi hou 	以後	c=1 d=0.519442 t=3843
yi hui 	一會	c=1 d=0.00022263 t=3843
yi ji 	一級	c=3 d=0.181923 t=3843
yi ji 	以及	c=1 d=0.0581343 t=3843
yi ji du 	一季度	c=1 d=0.0599047 t=3843
yi jing 	已經	c=6 d=0.850081 t=3843
yi kan 	一看	c=1 d=0.289384 t=3843
yi kuai 	一塊	c=1 d=0.114178 t=3843
yi nu 	一怒	c=1 d=0.104874 t=3843
yi pian 	一片	c=1 d=0.995012 t=3843
yi qian 	以前	c=1 d=0.210136 t=3843
yi shi 	一時	c=1 d=4.86918e-05 t=3843
yi suan 	乙酸	c=2 d=1.52318 t=3843
yi wai 	意外	c=1 d=0.153355 t=3843
yi xi 	乙烯	c=2 d=0.937067 t=3843
yi xia 	一下	c=4 d=0.107432 t=3843
yi xie 	一些	c=2 d=0.157237 t=3843
yi yang 	一樣	c=4 d=0.197899 t=3843
yi zhang 	一張	c=1 d=0.000162473 t=3843
yi zhi 	一直	c=1 d=0.118245 t=3843
yin 	陰	c=1 d=0.329559 t=3843
yin wei 	因爲	c=3 d=0.116484 t=3843
yin xiang 	印象	c=1 d=0.265803 t=3843
yin yue 	音樂	c=1 d=0.293758 t=3843
ying de 	英德	c=1 d=0.472367 t=3843
ying gai 	應該	c=1 d=0.000614317 t=3843
ying guo 	英國	c=1 d=0.701173 t=3843
ying pan 	硬盤	c=9 d=0.323115 t=3843
ying xiao 	營銷	c=3 d=0.000103359 t=3843
ying yong 	應用	c=1 d=0.318224 t=3843
ying yu 	英語	c=1 d=0.00032718 t=3843
yong 	用	c=37 d=2.88388 t=3843
yong hu 	用戶	c=4 d=1.00383 t=3843
yong huo 	用火	c=2 d=1.97531 t=3535
yong qi 	勇氣	c=1 d=0.418952 t=3843
yong qi lai 	用起來	c=1 d=0.267135 t=3843
yong shen me 	用什麼	c=1 d=0.172907 t=3843
yong yuan 	永遠	c=1 d=0.0181334 t=3843
you 	佑	c=4 d=1.73018 t=3843
you 	又	c=1 d=0.000490542 t=3843
you 	有	c=16 d=0.963052 t=3843
you 	遊	c=1 d=0.319819 t=3843
you du 	有毒	c=1 d=1 t=3675
you hui 	優惠	c=1 d=0.0188734 t=3843
you jian 	右鍵	c=1 d=0.000201444 t=3843
you ke neng 	有可能	c=1 d=0.035437 t=3843
you le 	有了	c=1 d=0.000493001 t=3843
you mei you 	有沒有	c=1 d=0.00292342 t=3843
you ming 	有名	c=1 d=0.427415 t=3843
you qu 	有趣	c=1 d=0.453845 t=3843
you shang jiao 	右上角	c=1 d=0.000294568 t=3843
you shi 	又是	c=1 d=0.0497871 t=3843
you xiang 	郵箱	c=3 d=0.00412236 t=3843
you xie 	有些	c=1 d=0.000413853 t=3843
you yi dian 	有一點	c=1 d=0.0149208 t=3843
you yi ge 	有一個	c=1 d=0.362402 t=3843
you yue gan 	優越感	c=1 d=0.084163 t=3843
yu 	於	c=2 d=0.16607 t=3843
yu 	與	c=2 d=0.296713 t=3843
yu 	遇	c=1 d=0.00499159 t=3843
yu 	雨	c=2 d=0.99005 t=3843
yu ju 	語句	c=2 d=1.9802 t=3799
yu yan 	語言	c=2 d=0.88752 t=3843
yuan 	源	c=7 d=0.240032 t=3843
yuan lai 	原來	c=2 d=0.0123916 t=3843
yuan ma 	源碼	c=1 d=0.00349997 t=3843
yuan shou 	元首	c=1 d=0.394554 t=3843
yue guo 	越過	c=1 d=0.516851 t=3843
yue lai yue gao 	越來越高	c=1 d=0.162026 t=3843
yun 	運	c=1 d=0.927743 t=3843
yun 	雲	c=4 d=0.824934 t=3843
yun 	韻	c=3 d=0.932394 t=3843
yun pan 	雲盤	c=2 d=0.0135191 t=3843
yun xing 	運行	c=5 d=0.236798 t=3843
yun xing 	雲行	c=1 d=0.985112 t=3843
yun xu 	允許	c=1 d=0.00331267 t=3843
zai 	再	c=10 d=0.534597 t=3843
zai 	在	c=34 d=2.91454 t=3843
zai shuo 	再說	c=1 d=0.535261 t=3843
zan 	讚	c=1 d=1 t=3719
zan shi 	暫時	c=1 d=1 t=3720
zao 	棗	c=1 d=0.331211 t=3843
zao cheng 	造成	c=1 d=0.00980366 t=3843
zen me 	怎麼	c=6 d=0.427938 t=3843
zen yang 	怎樣	c=1 d=3.73566e-05 t=3843
zhai chao 	摘抄	c=1 d=0.489192 t=3843
zhan 	展	c=1 d=0.0037164 t=3843
zhan 	站	c=3 d=0.991151 t=3843
zhan yong 	佔用	c=1 d=0.217621 t=3843
zhang 	漲	c=1 d=0.00782838 t=3843
zhang de 	漲得	c=1 d=0.00878245 t=3843
zhang hu 	賬戶	c=1 d=6.60565e-05 t=3843
zhao 	找	c=2 d=5.99596e-05 t=3843
zhao 	照	c=2 d=0.566 t=3843
zhao zhao 	找找	c=1 d=0.382893 t=3843
zhe 	着	c=1 d=0.0991188 t=3843
zhe 	這	c=8 d=0.748189 t=3843
zhe ben shu 	這本書	c=1 d=5.71404e-05 t=3843
zhe dao shi 	這倒是	c=1 d=0.540641 t=3843
zhe eng 	這嗯	c=1 d=0.235746 t=3843
zhe ge 	這個	c=65 d=6.31749 t=3843
zhe kuan 	這款	c=1 d=0.980199 t=3843
zhe li 	這裏	c=1 d=0.146607 t=3843
zhe li mian 	這裏面	c=1 d=0.00119453 t=3843
zhe lia 	這倆	c=1 d=0.00198925 t=3843
zhe me 	這麼	c=1 d=0.00790705 t=3843
zhe shi 	這是	c=1 d=4.14924e-05 t=3843
zhe yang 	這樣	c=8 d=0.624556 t=3843
zhe yi 	這一	c=0 d=3.32984e-06 t=3843
zhe yi pian 	這一篇	c=1 d=3.34653e-05 t=3843
zhe zhong ren 	這種人	c=1 d=0.625002 t=3843
zhen 	真	c=2 d=0.604945 t=3843
zhen bu cuo 	真不錯	c=1 d=0.0611149 t=3843
zhen shi 	真是	c=2 d=0.346508 t=3843
zhen xiang 	真相	c=1 d=0.677057 t=3843
zheng 	正	c=1 d=0.0987662 t=3843
zheng ce 	政策	c=1 d=0.178173 t=3843
zheng fa 	蒸發	c=1 d=1 t=3697
zheng li 	整理	c=1 d=0.00647375 t=3843
zheng mian 	正面	c=1 d=0.355226 t=3843
zheng que 	正確	c=2 d=0.0177399 t=3843
zheng shu xing 	整數型	c=1 d=0.341298 t=3843
zheng zai 	正在	c=1 d=0.0301974 t=3843
zheng zhou 	鄭州	c=4 d=0.913931 t=3843
zhi 	之	c=4 d=0.613605 t=3843
zhi 	只	c=1 d=0.000190664 t=3843
zhi 	止	c=2 d=0.47049 t=3843
zhi 	知	c=2 d=0.940479 t=3843
zhi 	酯	c=17 d=2.64804 t=3843
zhi dao 	知道	c=1 d=0.740818 t=3843
zhi ding 	制定	c=1 d=0.00227676 t=3843
zhi ding 	指定	c=1 d=0.00228818 t=3843
zhi hao 	只好	c=1 d=0.358796 t=3843
zhi hou 	之後	c=3 d=0.0084681 t=3843
zhi hu 	知乎	c=1 d=1 t=3807
zhi jiao huan 	酯交换	c=1 d=0.289384 t=3843
zhi jie 	直接	c=5 d=0.837888 t=3843
zhi li ren 	直立人	c=1 d=1 t=3533
zhi ming 	知名	c=1 d=1 t=3843
zhi na 	支那	c=1 d=0.726149 t=3843
zhi nan 	指南	c=1 d=0.697676 t=3843
zhi shang 	智商	c=1 d=0.090718 t=3843
zhi shi 	只是	c=4 d=0.107598 t=3843
zhi si 	之死	c=1 d=0.543351 t=3843
zhi wang 	指望	c=1 d=0.236928 t=3843
zhi wang 	知網	c=6 d=2.97078 t=3843
zhi xia 	之下	c=1 d=0.105399 t=3843
zhi xing 	執行	c=4 d=0.0139907 t=3843
zhi yao 	只要	c=1 d=0.00909528 t=3843
zhi yong 	只用	c=2 d=0.436049 t=3843
zhi ze 	指責	c=2 d=0.718178 t=3843
zhi zuo 	製作	c=3 d=0.828129 t=3843
zhong 	中	c=7 d=1.78609 t=3843
zhong duan 	終端	c=10 d=2.70249 t=3843
zhong guo 	中國	c=9 d=2.86181 t=3843
zhong ke 	中科	c=1 d=0.687482 t=3843
zhong ke da 	中科大	c=1 d=0.283654 t=3843
zhong ke da 	中科打	c=5 d=0.972608 t=3843
zhong shi 	重視	c=1 d=0.12938 t=3843
zhong wen 	中文	c=12 d=2.04265 t=3843
zhong yao 	重要	c=2 d=1.2913 t=3843
zhong yu 	終於	c=2 d=1.00953 t=3843
zhong yu ke yi 	終於可以	c=1 d=0.960789 t=3843
zhong zhou 	中州	c=6 d=1.81449 t=3843
zhong zhou yun 	中州韻	c=16 d=2.6833 t=3843
zhong zu qi shi 	種族歧視	c=1 d=0.075774 t=3843
zhou 	周	c=1 d=1 t=3832
zhu 	住	c=1 d=0.38868 t=3843
zhu bu 	逐步	c=0 d=0.0279431 t=3843
zhu bu qian yi 	逐步遷移	c=1 d=0.280832 t=3843
zhu dong 	主動	c=1 d=3.26391e-05 t=3843
zhu xi 	主席	c=0 d=0.0172907 t=3843
zhuan 	轉	c=1 d=0.339596 t=3843
zhuan huan 	轉換	c=1 d=0.995012 t=3843
zhuan ye 	專業	c=1 d=0.0916297 t=3843
zhuang 	莊	c=1 d=0.733447 t=3843
zhuang 	裝	c=9 d=1.97213 t=3843
zhuang shang 	裝上	c=1 d=0.529935 t=3843
zhuang tai lan 	狀態欄	c=1 d=0.250324 t=3843
zhuang zai 	裝載	c=1 d=0.000104638 t=3843
zi 	子	c=1 d=0.0911727 t=3843
zi 	字	c=0 d=0.0181772 t=3843
zi 	自	c=1 d=0.147342 t=3843
zi dai 	自帶	c=1 d=0.00612731 t=3843
zi dong 	自動	c=1 d=0.000403635 t=3843
zi fu 	字符	c=1 d=0.336216 t=3843
zi ji 	自己	c=3 d=0.403039 t=3843
zi jian 	自檢	c=1 d=1 t=3791
zi ti 	字體	c=2 d=0.470797 t=3843
zi wai 	紫外	c=1 d=1 t=3727
zi ying 	自營	c=2 d=0.311276 t=3843
zi you ji 	自由基	c=1 d=1 t=3735
zi yuan 	資源	c=3 d=0.947047 t=3843
zou 	走	c=1 d=9.70776e-05 t=3843
zou xiao 	奏效	c=0 d=0.000527382 t=3843
zui 	最	c=2 d=0.012628 t=3843
zui jia 	最佳	c=1 d=1 t=3511
zui jin 	最近	c=1 d=0.00869506 t=3843
zui lei 	最累	c=1 d=5.62896e-05 t=3843
zui quan 	最全	c=3 d=0.995012 t=3843
zui zhong 	最終	c=2 d=9.98539e-05 t=3843
zui zhong yao 	最重要	c=3 d=0.000132406 t=3843
zun zhong 	尊重	c=1 d=4.17004e-05 t=3843
zuo 	做	c=8 d=0.829463 t=3843
zuo pai 	左派	c=1 d=0.0837432 t=3843
zuo tian 	昨天	c=1 d=0.037068 t=3843
zuo wan 	做完	c=1 d=0.000115067 t=3843
zuo xi tong 	做系統	c=1 d=6.73909e-05 t=3843
