# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	3843
#@/user_id	b176f87b-293e-4035-b0c9-fd7cf4777bf9
a 	啊	c=5 d=0.603844 t=3843
jiao ben 	腳本	c=7 d=0.0184085 t=3843
jiao cheng 	教程	c=1 d=0.000185029 t=3843
jiao lv 	焦慮	c=1 d=5.82947e-05 t=3843
jiao ren 	教人	c=1 d=5.74268e-05 t=3843
jie 	階	c=2 d=0.118838 t=3843
jie ge tu 	截個圖	c=3 d=0.00355271 t=3843
jie gou 	結構	c=3 d=2.47717 t=3843
jie guo 	結果	c=1 d=0.802519 t=3843
jie jue 	解決	c=2 d=0.240508 t=3843
jie kou 	接口	c=4 d=0.102041 t=3843
jie tu 	截圖	c=3 d=0.00141146 t=3843
jie ya 	解壓	c=6 d=0.0092547 t=3843
jie yi 	介意	c=1 d=0.0944202 t=3843
jie zhi 	接枝	c=3 d=0.456418 t=3843
jin 	進	c=2 d=0.00120475 t=3843
jin nian 	今年	c=1 d=0.00918669 t=3843
jin qu 	進去	c=3 d=0.0179761 t=3843
jin ru 	進入	c=3 d=0.00616511 t=3843
jin tian 	今天	c=2 d=0.166182 t=3843
jin wei jun 	禁衛軍	c=1 d=0.40657 t=3843
jin xi tong 	進系統	c=1 d=0.000845993 t=3843
jin xing 	進行	c=4 d=1.21717 t=3843
jing dong 	京東	c=5 d=0.303241 t=3843
jing jian 	精簡	c=1 d=0.941765 t=3843
jing jian ban 	精簡版	c=2 d=1.83244 t=3843
jing lei 	驚雷	c=1 d=0.119433 t=3843
jing xiang 	鏡像	c=14 d=1.05025 t=3843
jing yan 	經驗	c=1 d=5.40825e-05 t=3843
jing yuan 	晶圓	c=1 d=0.0100017 t=3843
jiong 	冂	c=1 d=1 t=3843
jiu 	就	c=37 d=2.96473 t=3843
jiu shi 	就是	c=9 d=0.946485 t=3843
jiu shi ge 	就是個	c=1 d=0.000124028 t=3843
jiu zhe yang 	就這樣	c=1 d=0.995012 t=3843
ju 	聚	c=30 d=6.95746 t=3843
ju bing xi 	聚丙烯	c=2 d=0.605529 t=3843
ju bing xi suan 	聚丙烯酸	c=3 d=0.552662 t=3843
ju bing xi suan yi zhi 	聚丙烯酸乙酯	c=6 d=1.40021 t=3843
ju dian jie zhi 	聚電解質	c=1 d=1 t=3562
ju he 	聚合	c=5 d=1.15404 t=3843
ju ran 	居然	c=2 d=0.017022 t=3843
ju ru suan 	聚乳酸	c=19 d=5.57344 t=3843
juan 	卷	c=1 d=0.000203468 t=3843
jue de 	覺得	c=3 d=1.15403 t=3843
jue dui 	絕對	c=1 d=0.637628 t=3843
jun 	軍	c=1 d=0.286505 t=3843
jun shi tan ding 	君士坦丁	c=1 d=1 t=3549
jun shi tan ding bao 	君士坦丁堡	c=1 d=1 t=3550
ka 	卡	c=0 d=0.0172907 t=3843
ka che 	卡車	c=2 d=0.240665 t=3843
ka li 	卡里	c=0 d=0.0394554 t=3843
ka li gu la 	卡里古拉	c=2 d=0.807189 t=3843
ka zhu xi 	卡主席	c=1 d=0.173774 t=3843
kai fa 	開發	c=1 d=5.60089e-05 t=3843
kai ji 	開機	c=1 d=0.0564161 t=3843
kai shi 	開始	c=6 d=0.16696 t=3843
kai yuan 	開源	c=3 d=0.981289 t=3843
kan 	看	c=9 d=1.23121 t=3843
kan dao 	看到	c=2 d=0.67368 t=3843
kan dei 	看得	c=1 d=0.263158 t=3843
kan kan 	看看	c=19 d=0.584144 t=3843
kan lai 	看來	c=1 d=0.65377 t=3843
kan qi lai 	看起來	c=1 d=0.0713613 t=3843
kan yi kan 	看一看	c=1 d=0.0262523 t=3843
kao guo qu 	考過去	c=1 d=0.323033 t=3843
kao lv 	考慮	c=1 d=0.343009 t=3843
ke 	可	c=1 d=0.00852289 t=3843
ke cai yong 	可採用	c=1 d=1 t=3733
ke cha 	可查	c=1 d=0.191092 t=3843
ke da 	可達	c=1 d=0.0505395 t=3843
ke fu 	客服	c=3 d=0.0630842 t=3843
ke lao 	克勞	c=0 d=0.106785 t=3843
ke lao di 	克勞地	c=2 d=1.12978 t=3843
ke lao di wu si 	克勞迪烏斯	c=1 d=0.537944 t=3843
ke li 	顆粒	c=1 d=0.0151463 t=3843
ke lu 	刻錄	c=5 d=0.000680984 t=3843
ke neng 	可能	c=1 d=0.102797 t=3843
ke tang 	課堂	c=1 d=0.26054 t=3843
ke ti 	課題	c=1 d=0.203926 t=3843
ke yi 	可以	c=33 d=3.26325 t=3843
kong jian 	空間	c=1 d=0.280832 t=3843
kong xian 	空閒	c=1 d=0.000590229 t=3843
kong zhi 	控制	c=1 d=0.687289 t=3843
kong zhi yu 	控制慾	c=1 d=0.66034 t=3843
kou 	釦	c=1 d=0.145148 t=3843
ku 	庫	c=4 d=0.672109 t=3843
kuai 	塊	c=1 d=0.0889216 t=3843
kuai 	快	c=3 d=0.101266 t=3843
kuai le 	快了	c=1 d=0.0564161 t=3843
kui ran bu dong 	巋然不動	c=1 d=0.14808 t=3843
kui sun 	虧損	c=1 d=0.0098528 t=3843
kuo chong 	擴充	c=1 d=0.278037 t=3843
la 	拉	c=0 d=0.0394554 t=3843
la kang 	拉康	c=1 d=0.142987 t=3843
la wen na 	拉文納	c=1 d=1 t=3558
lai 	來	c=3 d=0.0203896 t=3843
lai li 	來歷	c=1 d=0.814647 t=3843
lai shuo 	來說	c=1 d=4.70171e-05 t=3843
lai yuan 	來源	c=1 d=0.794534 t=3843
lan 	欄	c=1 d=0.00106141 t=3843
lan dei zuo 	懶得做	c=1 d=4.06708e-05 t=3843
lang hao 	狼嚎	c=1 d=0.0833256 t=3843
lao 	老	c=1 d=0.10383 t=3843
lao bu ke po 	牢不可破	c=1 d=0.287941 t=3843
lao hao ren 	老好人	c=1 d=0.128735 t=3843
lao zu zong 	老祖宗	c=2 d=1.01162 t=3843
le 	了	c=60 d=3.036 t=3843
lei 	累	c=1 d=0.323033 t=3843
li 	李	c=1 d=1 t=3830
li 	裏	c=15 d=0.211189 t=3843
li jie 	理解	c=0 d=0.0110251 t=3843
li jie 	禮節	c=1 d=4.56275e-05 t=3843
li jie cheng 	理解成	c=1 d=0.110803 t=3843
li mian 	裏面	c=11 d=0.0256243 t=3843
li ne 	李訥	c=1 d=0.240508 t=3843
li nu xing 	裏奴性	c=1 d=1 t=3786
li shi 	歷史	c=1 d=0.778801 t=3843
li si 	李四	c=3 d=2.95101 t=3835
li tou 	裏頭	c=1 d=0.00117675 t=3843
li zi 	裏子	c=3 d=1.28503 t=3843
lian 	連	c=1 d=0.000303539 t=3843
lian bu shang 	連不上	c=1 d=0.00098783 t=3843
lian guo qu 	連過去	c=1 d=0.000761668 t=3843
lian jie 	鏈接	c=4 d=0.326329 t=3843
lian meng 	聯盟	c=1 d=0.290835 t=3843
lian wang 	聯網	c=4 d=0.00243356 t=3843
lian xi 	練習	c=5 d=4.59385 t=3818
lian xiang 	聯想	c=6 d=0.460919 t=3843
liang 	亮	c=1 d=0.000876127 t=3843
liang ci 	兩次	c=1 d=0.0020601 t=3843
liang du 	亮度	c=2 d=0.00165981 t=3843
liang gan 	晾乾	c=1 d=1 t=3696
liang ge 	兩個	c=4 d=0.183599 t=3843
ling dao 	領導	c=3 d=0.558399 t=3843
ling wo 	令我	c=1 d=0.157237 t=3843
liu lan qi 	瀏覽器	c=2 d=0.180866 t=3843
liu xing 	流行	c=1 d=0.955997 t=3843
long 	龍	c=4 d=0.445396 t=3843
long zi hu 	龍子湖	c=1 d=0.321422 t=3843
lu 	盧	c=1 d=0.29671 t=3843
lu 	路	c=1 d=0.0867261 t=3843
lu na 	路那	c=1 d=0.0862936 t=3843
luan kou 	亂扣	c=2 d=0.198299 t=3843
luan shi 	亂世	c=1 d=0.634448 t=3843
lun 	論	c=1 d=0.433421 t=3843
lun zhong guo 	論中國	c=1 d=0.390628 t=3843
luo ke 	羅克	c=1 d=0.00501661 t=3843
luo ma 	羅馬	c=7 d=1.83888 t=3843
luo ma ren 	羅馬人	c=1 d=0.546074 t=3843
luo zhao 	裸照	c=1 d=0.410656 t=3843
lv 	率	c=1 d=1 t=3517
ma 	嗎	c=4 d=0.645895 t=3843
ma 	媽	c=3 d=0.65377 t=3843
ma biao 	碼錶	c=1 d=0.332871 t=3843
ma fan 	麻煩	c=1 d=5.27472e-05 t=3843
ma ge mu si 	瑪格姆斯	c=2 d=1.99501 t=3843
ma te 	馬特	c=0 d=0.0255381 t=3843
ma zi 	麻子	c=2 d=1.97531 t=3842
mai 	買	c=4 d=0.145476 t=3843
man 	慢	c=0 d=0.0396531 t=3843
man man 	慢慢	c=1 d=0.0735345 t=3843
man zi 	蠻子	c=1 d=0.491644 t=3843
mao bing 	毛病	c=1 d=0.128093 t=3843
mao zi 	帽子	c=3 d=0.34517 t=3843
mei 	每	c=4 d=0.400517 t=3843
mei 	沒	c=2 d=0.346463 t=3843
mei guo 	美國	c=1 d=0.00032882 t=3843
mei he jin 	鎂合金	c=2 d=1.79852 t=3691
mei mai 	沒買	c=0 d=0.00131019 t=3843
mei mai guo 	沒買過	c=1 d=0.0131675 t=3843
mei sha 	沒啥	c=1 d=0.00848038 t=3843
mei shi 	沒事	c=1 d=0.000221519 t=3843
mei tian 	每天	c=1 d=0.171187 t=3843
mei ya 	美亞	c=1 d=0.00606634 t=3843
mei you 	沒有	c=27 d=1.66856 t=3843
mei you ren 	沒有人	c=1 d=0.737123 t=3843
mi ma 	密碼	c=3 d=0.000381139 t=3843
mian 	麪	c=1 d=0.000602152 t=3843
mian zi 	面子	c=2 d=0.263349 t=3843
min zhong 	民衆	c=1 d=0.421052 t=3843
ming ling 	命令	c=2 d=0.0225063 t=3843
ming ri 	明日	c=1 d=0.0178634 t=3843
mo er 	摩爾	c=1 d=1 t=3723
mo ni 	模擬	c=1 d=0.677057 t=3843
mo ni qi 	模擬器	c=1 d=0.283654 t=3843
mo ren 	默認	c=8 d=0.369161 t=3843
mu lu 	目錄	c=6 d=3.87523 t=3843
na 	那	c=2 d=0.0312371 t=3843
na 	鈉	c=1 d=0.302452 t=3843
na ge 	哪個	c=6 d=0.863982 t=3843
na ge 	那個	c=17 d=0.606531 t=3843
na ji kuan 	那幾款	c=1 d=0.0439369 t=3843
na li 	哪裏	c=2 d=0.752014 t=3843
na ming 	拿命	c=1 d=5.65718e-05 t=3843
na xie 	那些	c=1 d=0.000584356 t=3843
na yang 	那樣	c=1 d=3.88812e-05 t=3843
na yi dian 	那一點	c=1 d=0.0206508 t=3843
na yi ge 	哪一個	c=1 d=3.39711e-05 t=3843
nai tong tian 	乃統天	c=1 d=1 t=3843
nan 	男	c=1 d=0.132655 t=3843
nan 	難	c=1 d=0.13332 t=3843
nan fang 	南方	c=0 d=0.1 t=3535
nan fang gu yuan 	南方古猿	c=1 d=1 t=3536
nan shou 	難受	c=1 d=0.271173 t=3843
nan yi 	難以	c=1 d=0.33454 t=3843
ne 	呢	c=2 d=0.117748 t=3843
ne ge 	呢個	c=0 d=0.1 t=3740
nei cun 	內存	c=3 d=0.226502 t=3843
nei he 	內核	c=1 d=0.856415 t=3843
nei xin 	內心	c=2 d=1.0798 t=3843
neng 	能	c=7 d=0.202176 t=3843
neng bu neng 	能不能	c=6 d=0.00812507 t=3843
neng li 	能力	c=3 d=0.35547 t=3843
neng pao qu 	能跑去	c=1 d=0.436049 t=3843
neng yong 	能用	c=2 d=0.31451 t=3843
neng yuan 	能源	c=2 d=0.749033 t=3843
ni 	你	c=108 d=4.7218 t=3843
ni da kai 	你打開	c=1 d=0.121846 t=3843
ni de 	你的	c=1 d=0.00427488 t=3843
ni ke yi 	你可以	c=2 d=0.356868 t=3843
ni lu 	尼祿	c=5 d=3.15468 t=3843
ni men 	你們	c=3 d=0.386741 t=3843
ni yao 	你要	c=1 d=6.67204e-05 t=3843
ni ye 	你也	c=2 d=0.272532 t=3843
nian 	年	c=4 d=0.462146 t=3843
nian dai 	年代	c=2 d=1.1743 t=3843
nian lai 	年來	c=2 d=0.743386 t=3843
niao ge 	鳥哥	c=1 d=6.37845e-05 t=3843
ning bo 	寧波	c=1 d=0.25924 t=3843
niu bi 	牛逼	c=1 d=0.644036 t=3843
nong du 	濃度	c=2 d=1.98511 t=3718
nong ge 	弄個	c=1 d=0.044601 t=3843
nu xing 	奴性	c=0 d=0.1 t=3785
pai ge 	拍個	c=2 d=0.0306845 t=3843
pai zi 	牌子	c=3 d=0.297089 t=3843
pan 	盤	c=20 d=0.336216 t=3843
pao qu 	跑去	c=0 d=0.0433874 t=3843
pei zhi 	配置	c=12 d=2.94176 t=3843
pi fu 	皮膚	c=8 d=5.28171 t=3843
pian 	片	c=1 d=0.0281559 t=3843
pian 	篇	c=0 d=3.32984e-06 t=3843
pian yi 	便宜	c=2 d=0.0395929 t=3843
ping heng 	平衡	c=1 d=1 t=3612
pu tong 	普通	c=1 d=0.0141931 t=3843
qi 	器	c=4 d=1.13228 t=3843
qi 	漆	c=1 d=0.13068 t=3843
qi ba shi 	七八十	c=1 d=0.588605 t=3843
qi ben yu 	慼本禹	c=1 d=0.00504176 t=3843
qi de 	氣得	c=1 d=0.0992613 t=3843
qi dong 	啓動	c=6 d=0.271726 t=3843
qi dong man 	啓動慢	c=1 d=0.398519 t=3843
qi dong pan 	啓動盤	c=1 d=0.460704 t=3843
qi guai 	奇怪	c=1 d=0.105399 t=3843
qi lin 	麒麟	c=1 d=0.923116 t=3843
qi pian 	欺騙	c=2 d=1.11826 t=3843
qi shi 	其實	c=2 d=0.985112 t=3843
qian 	前	c=2 d=0.458942 t=3843
qian 	錢	c=1 d=0.0207543 t=3843
qian yi 	遷移	c=0 d=0.0279431 t=3843
qian yuan 	乾元	c=1 d=0.980199 t=3843
qiang 	羥	c=3 d=6.82153e-05 t=3843
qiang ji 	羥基	c=2 d=1.76955 t=3843
qie huan 	切換	c=4 d=1.88924 t=3843
qin chao 	秦朝	c=1 d=0.449329 t=3843
qing 	晴	c=1 d=0.0728029 t=3843
qing 	請	c=4 d=0.553351 t=3843
qing 	輕	c=1 d=0.0850088 t=3843
qing chu 	清楚	c=1 d=0.17552 t=3843
qing kong 	清空	c=1 d=0.000149233 t=3843
qing li 	清理	c=1 d=0.336216 t=3843
qing qing 	青青	c=1 d=0.182806 t=3843
qing qing he pan cao 	青青河畔草	c=2 d=1.93605 t=3843
qing song 	輕鬆	c=1 d=5.57296e-05 t=3843
qing xi 	清晰	c=1 d=0.458406 t=3843
qing xi 	清洗	c=2 d=1.9802 t=3710
qing xing 	清醒	c=1 d=0.0977834 t=3843
qu 	區	c=0 d=3.89752e-05 t=3843
qu 	去	c=6 d=0.142274 t=3843
qu le 	去了	c=2 d=0.748264 t=3843
qu nian 	去年	c=1 d=0.00895987 t=3843
quan bu 	全部	c=2 d=0.227663 t=3843
quan ju 	全局	c=1 d=0.995012 t=3843
quan luo 	全裸	c=3 d=1.30604 t=3843
quan xian 	權限	c=4 d=0.011511 t=3843
quan xin 	全新	c=2 d=0.38734 t=3843
que 	缺	c=1 d=5.32773e-05 t=3843
que ding 	確定	c=3 d=0.00485877 t=3843
que fa 	缺乏	c=1 d=5.35444e-05 t=3843
que shi 	確實	c=2 d=0.0178087 t=3843
ran 	燃	c=1 d=0.70822 t=3843
ran hou 	然後	c=13 d=0.092449 t=3843
rang 	讓	c=2 d=1 t=3843
rang ni 	讓你	c=1 d=0.0018363 t=3843
rang wo 	讓我	c=3 d=0.224226 t=3843
re ci 	熱刺	c=1 d=0.970446 t=3843
re ci 	熱詞	c=1 d=0.97531 t=3843
ren 	人	c=15 d=2.51387 t=3843
ren a 	人啊	c=0 d=3.18332e-06 t=3843
ren min 	人民	c=1 d=0.196912 t=3843
ren ming 	人名	c=1 d=0.980199 t=3843
ren tou 	人頭	c=1 d=0.000259956 t=3843
ri er man 	日耳曼	c=1 d=0.477114 t=3843
ri ji 	日記	c=1 d=0.100259 t=3843
rong ji 	溶劑	c=1 d=1 t=3501
rong jie xing 	溶解性	c=1 d=1 t=3702
rong ye 	溶液	c=2 d=1.82696 t=3695
rong yi 	容易	c=1 d=0.000717312 t=3843
rou ti 	肉體	c=1 d=0.694197 t=3843
ru 	入	c=1 d=0.00160441 t=3843
ru guo 	如果	c=14 d=1.77475 t=3843
ru he 	如何	c=9 d=4.23553 t=3843
ru suan 	乳酸	c=5 d=1.73884 t=3843
ruan jian 	軟件	c=9 d=0.686045 t=3843
ruan lian 	軟連	c=1 d=0.000757869 t=3843
rui jie 	銳捷	c=1 d=1 t=3749
san ge 	三個	c=1 d=0.000182274 t=3843
san guo 	三國	c=1 d=0.00585769 t=3843
san xing 	三星	c=2 d=0.0189804 t=3843
sen lin 	森林	c=1 d=0.489192 t=3843
sha 	殺	c=0 d=0.0255381 t=3843
sha ma te 	殺馬特	c=1 d=0.256661 t=3843
sha ren 	殺人	c=1 d=0.755784 t=3843
shai xuan 	篩選	c=1 d=0.00856561 t=3843
shan 	刪	c=4 d=0.0077372 t=3843
shan chu 	刪除	c=2 d=0.852348 t=3843
shan cun 	閃存	c=1 d=0.0100518 t=3843
shan di 	閃迪	c=3 d=0.0291441 t=3843
shan dian 	閃電	c=1 d=0.285076 t=3843
shan dong 	山東	c=2 d=1.99005 t=3833
shan le 	刪了	c=4 d=0.000814027 t=3843
shang 	上	c=6 d=0.902454 t=3843
shang 	殤	c=1 d=0.729789 t=3843
shang ge shi ji 	上個世紀	c=1 d=0.579842 t=3843
shang mian 	上面	c=2 d=0.160967 t=3843
shang nao 	上腦	c=2 d=0.184709 t=3843
shang qu 	上去	c=1 d=0.017163 t=3843
shang wang 	上網	c=1 d=0.00124328 t=3843
shang yan 	傷眼	c=1 d=0.000880518 t=3843
shao 	少	c=2 d=0.0566989 t=3843
she qu 	社區	c=1 d=0.00377257 t=3843
she shi du 	攝氏度	c=3 d=1 t=3843
she xiang tou 	攝像頭	c=2 d=0.778801 t=3843
she zhi 	設置	c=3 d=0.0137732 t=3843
shen ai 	深愛	c=0 d=0.00702988 t=3843
shen chu 	深處	c=2 d=1.08521 t=3843
shen lan 	深藍	c=1 d=0.985112 t=3843
shen me 	什麼	c=9 d=1.20792 t=3843
shen shang 	身上	c=1 d=0.382893 t=3843
shen shang xian 	腎上腺	c=2 d=0.182427 t=3843
sheng 	省	c=1 d=0.00637737 t=3843
sheng chan 	生產	c=1 d=0.0101022 t=3843
sheng ji 	升級	c=2 d=1.30428 t=3843
sheng ma qi 	聲碼器	c=1 d=0.99005 t=3843
sheng qi 	生氣	c=1 d=0.102797 t=3843
shi 	事	c=2 d=0.446007 t=3843
shi 	使	c=1 d=1 t=3632
shi 	施	c=1 d=0.995012 t=3843
shi 	是	c=51 d=2.13974 t=3843
shi 	時	c=7 d=0.951229 t=3843
shi 	試	c=2 d=0.0383178 t=3843
shi bai 	失敗	c=2 d=1.80521 t=3843
shi ci 	詩詞	c=1 d=0.980199 t=3843
shi dai 	時代	c=1 d=0.562705 t=3843
shi fou 	是否	c=5 d=0.561032 t=3843
shi ge 	是個	c=2 d=1.26662 t=3843
shi he 	適合	c=1 d=0.802519 t=3843
shi hou 	時候	c=1 d=0.111917 t=3843
shi ji 	實際	c=1 d=0.105082 t=3843
shi ji shang 	實際上	c=1 d=3.81113e-05 t=3843
shi ji shi 	實際是	c=2 d=1.09065 t=3843
shi jian 	時間	c=2 d=0.554327 t=3843
shi jie 	世界	c=2 d=0.752618 t=3843
shi mu 	弒母	c=1 d=0.603506 t=3843
shi qing 	事情	c=0 d=0.0092089 t=3843
shi shen me 	是什麼	c=1 d=0.00351752 t=3843
shi shi shang 	事實上	c=1 d=0.0333733 t=3843
shi ti 	屍體	c=1 d=0.786628 t=3843
shi xian 	實現	c=1 d=0.159614 t=3843
shi xiao 	失效	c=1 d=0.970446 t=3843
shi yan 	實驗	c=1 d=0.895834 t=3843
shi yan bu zhou 	实验步骤	c=1 d=1 t=3739
shi yi shi 	試一試	c=6 d=0.108966 t=3843
shi yong 	使用	c=3 d=0.694197 t=3843
shi yuan 	石原	c=3 d=1.31112 t=3843
shi yuan you 	石原佑	c=2 d=0.869945 t=3843
shou cang 	收藏	c=1 d=0.273898 t=3843
shou cang jia 	收藏夾	c=1 d=0.26982 t=3843
shou ce 	手冊	c=1 d=0.818731 t=3843
shou dong 	手動	c=1 d=0.00235786 t=3843
shou ge 	收割	c=1 d=0.449329 t=3843
shou ji 	手機	c=2 d=0.0527247 t=3843
shou ming 	壽命	c=2 d=0.0614117 t=3843
shou pian 	受騙	c=1 d=0.650509 t=3843
shou wu 	手誤	c=2 d=0.00207354 t=3843
shu 	書	c=1 d=0.079659 t=3843
shu fu 	舒服	c=3 d=1.75117 t=3843
shu ju 	數據	c=3 d=0.179066 t=3843
shu ju ku 	數據庫	c=4 d=3.78957 t=3811
shu lian 	熟練	c=0 d=0.0165299 t=3843
shu ming 	書名	c=2 d=0.971076 t=3843
shu ren 	熟人	c=0 d=0.0235746 t=3843
shu ren a 	熟人啊	c=1 d=0.236928 t=3843
shu ru 	輸入	c=16 d=0.166643 t=3843
shu ru fa 	輸入法	c=39 d=6.44499 t=3843
shu ru ren a 	輸入人啊	c=1 d=3.19928e-05 t=3843
shu ru shen ai 	輸入深愛	c=1 d=0.0706512 t=3843
shu xu guan 	鼠鬚管	c=3 d=0.347129 t=3843
shu xue 	數學	c=2 d=1.99005 t=3776
shuang 	雙	c=4 d=0.674346 t=3843
shuang ji 	雙擊	c=1 d=0.0017555 t=3843
shuang pin 	雙拼	c=12 d=6.58711 t=3843
shui 	水	c=5 d=1.73652 t=3843
shui 	誰	c=1 d=0.551563 t=3843
shui jie 	水解	c=7 d=3.62741 t=3843
shui le 	睡了	c=1 d=0.00343067 t=3843
shui ning jiao 	水凝膠	c=1 d=1 t=3538
shui ping 	水平	c=1 d=3.77321e-05 t=3843
shui rong ye 	水溶液	c=1 d=1 t=3716
shuo 	說	c=3 d=0.190152 t=3843
shuo chu 	說出	c=1 d=0.183599 t=3843
shuo guo 	說過	c=0 d=0.00555762 t=3843
si 	思	c=3 d=2.41964 t=3843
si 	斯	c=1 d=0.65703 t=3843
si 	死	c=2 d=1.35039 t=3843
si hao 	絲毫	c=1 d=0.140858 t=3843
si ji 	死機	c=3 d=0.334197 t=3843
song ti 	宋體	c=5 d=2.85869 t=3843
sou 	搜	c=2 d=0.255721 t=3843
sou di 	搜遞	c=2 d=0.927743 t=3843
sou gou 	搜狗	c=20 d=4.42078 t=3843
sou suo 	搜索	c=2 d=0.298371 t=3843
su 	素	c=2 d=0.183788 t=3843
su 	速	c=2 d=0.0889261 t=3843
suan 	酸	c=6 d=2.2462 t=3843
sui bian 	隨便	c=1 d=0.144424 t=3843
sui ran 	雖然	c=3 d=0.422742 t=3843
sun hai 	損害	c=1 d=0.12493 t=3843
suo he 	縮合	c=1 d=1 t=3618
suo jian 	縮減	c=1 d=0.00990218 t=3843
suo ju 	縮聚	c=1 d=0.759572 t=3843
suo suan 	羧酸	c=11 d=5.08666 t=3767
suo tai 	縮肽	c=1 d=0.22313 t=3843
suo wei 	所謂	c=1 d=0.621885 t=3843
suo xiang 	所想	c=2 d=0.377636 t=3843
suo xing 	索性	c=1 d=0.690734 t=3843
suo xu 	所需	c=1 d=0.198891 t=3843
suo yi 	所以	c=3 d=0.373592 t=3843
suo you 	所有	c=1 d=1 t=3734
suo you ren 	所有人	c=1 d=0.66365 t=3843
ta 	他	c=8 d=1.75564 t=3843
ta 	它	c=2 d=0.0523751 t=3843
ta hui 	他會	c=3 d=0.000332257 t=3843
ta ma 	他媽	c=1 d=0.680451 t=3843
ta men 	他們	c=1 d=0.0026528 t=3843
ta shuo 	他說	c=1 d=9.56323e-05 t=3843
tai 	太	c=2 d=0.0150267 t=3843
tai cha jin 	太差勁	c=1 d=0.0587185 t=3843
tai da 	太大	c=1 d=0.000550326 t=3843
tai feng 	太瘋	c=1 d=0.00882647 t=3843
tai hao 	太好	c=1 d=0.0117371 t=3843
tai wan 	太晚	c=1 d=0.0116203 t=3843
tai you 	太有	c=1 d=0.416862 t=3843
tan chu 	彈出	c=1 d=0.249075 t=3843
tao bao 	淘寶	c=2 d=0.326005 t=3843
tao hao 	討好	c=1 d=0.418952 t=3843
te bie 	特別	c=2 d=0.268474 t=3843
ti bi lve 	提比略	c=1 d=0.375311 t=3843
ti cai 	題材	c=1 d=0.0668703 t=3843
ti huan 	替換	c=1 d=1 t=3843
ti hui 	體會	c=1 d=0.491644 t=3843
ti shi 	提示	c=2 d=0.000226097 t=3843
ti xi 	體系	c=1 d=0.985112 t=3843
tian 	天	c=1 d=0.187308 t=3843
tian cai 	甜菜	c=1 d=1 t=3551
tian jia 	添加	c=3 d=0.05911 t=3843
tian mao 	天貓	c=2 d=0.0363901 t=3843
tian zun 	天尊	c=1 d=0.546074 t=3843
tiao di 	調低	c=2 d=0.00166813 t=3843
tie shang 	貼上	c=1 d=0.0257325 t=3843
tie shang qu 	貼上去	c=1 d=0.0222592 t=3843
ting 	聽	c=0 d=0.00555762 t=3843
ting shuo 	聽說	c=1 d=0.71177 t=3843
ting shuo guo 	聽說過	c=2 d=0.20921 t=3843
tong feng chu 	通風櫥	c=1 d=1 t=3678
tong shi 	同時	c=1 d=0.000170803 t=3843
tong xue 	同學	c=1 d=3.53575e-05 t=3843
tou 	頭	c=0 d=0.0168638 t=3843
tou fei ji 	頭飛機	c=1 d=0.169483 t=3843
tu 	圖	c=2 d=0.192489 t=3843
tu biao 	圖標	c=1 d=0.268474 t=3843
tu ceng 	塗層	c=1 d=1 t=3563
tu pian 	圖片	c=2 d=0.000531714 t=3843
tu ran 	突然	c=1 d=0.0675424 t=3843
tui chu 	退出	c=1 d=0.00404611 t=3843
tuo fang 	拖放	c=2 d=1.78724 t=3843
tuo xia qu 	拖下去	c=1 d=0.0184074 t=3843
tuo zhan 	拓展	c=4 d=0.442639 t=3843
tuo zhe 	拖着	c=1 d=0.018043 t=3843
wan 	完	c=1 d=0.000129737 t=3843
wan 	萬	c=1 d=0.0507928 t=3843
wan le 	完了	c=7 d=0.168381 t=3843
wan mei 	完美	c=2 d=0.2845 t=3843
wan quan 	完全	c=3 d=0.81229 t=3843
wang 	王	c=4 d=3.08246 t=3843
wang 	網	c=3 d=0.801074 t=3843
wang hua 	王化	c=1 d=0.540641 t=3843
wang luo 	網絡	c=4 d=1.99606 t=3843
wang luo dan 	王珞丹	c=1 d=0.315058 t=3843
wang ma zi 	王麻子	c=1 d=1 t=3840
wang shang 	網上	c=1 d=0.0739031 t=3843
wang su 	網速	c=2 d=0.00277314 t=3843
wang wu 	王五	c=1 d=1 t=3828
wei 	位	c=1 d=0.0124172 t=3843
wei 	未	c=1 d=0.00644146 t=3843
wei 	爲	c=2 d=0.565815 t=3843
wei bo 	微博	c=1 d=0.00358858 t=3843
wei bo 	微薄	c=1 d=0.00353515 t=3843
wei ji bai ke 	維基百科	c=1 d=0.683861 t=3843
wei le 	爲了	c=1 d=0.67368 t=3843
wei pan 	微盤	c=1 d=1 t=3779
wei ruan 	微軟	c=1 d=0.199888 t=3843
wei sha 	爲啥	c=2 d=0.00190099 t=3843
wei shen me 	爲什麼	c=1 d=0.101774 t=3843
wei teng 	胃疼	c=2 d=0.17284 t=3843
wei wo 	爲我	c=1 d=0.154124 t=3843
wei xian 	危險	c=1 d=0.0116786 t=3843
wei xin 	微信	c=3 d=0.00360373 t=3843
wei zhi 	位置	c=1 d=0.00367942 t=3843
wen 	問	c=2 d=0.174647 t=3843
wen jian 	文件	c=18 d=3.097 t=3843
wen jian jia 	文件夾	c=1 d=0.00472447 t=3843
wen ti 	問題	c=14 d=0.785581 t=3843
wen tuo 	穩妥	c=1 d=0.283654 t=3843
wen wen 	問問	c=1 d=0.0223708 t=3843
